Game_ID,Date,Season,Team_H,Points_H,Team_A,Points_A,H_Team_Elo_Before,A_Team_Elo_Before,H_Team_Elo_After,A_Team_Elo_After,H_Last_10_Avg_Points_H,H_Last_10_Avg_FG_H,H_Last_10_Avg_FGA_H,H_Last_10_Avg_2P_H,H_Last_10_Avg_2PA_H,H_Last_10_Avg_3P_H,H_Last_10_Avg_3PA_H,H_Last_10_Avg_FT_H,H_Last_10_Avg_FTA_H,H_Last_10_Avg_ORB_H,H_Last_10_Avg_TRB_H,H_Last_10_Avg_AST_H,H_Last_10_Avg_STL_H,H_Last_10_Avg_BLK_H,A_Last_10_Avg_Points_A,A_Last_10_Avg_FG_A,A_Last_10_Avg_FGA_A,A_Last_10_Avg_2P_A,A_Last_10_Avg_2PA_A,A_Last_10_Avg_3P_A,A_Last_10_Avg_3PA_A,A_Last_10_Avg_FT_A,A_Last_10_Avg_FTA_A,A_Last_10_Avg_ORB_A,A_Last_10_Avg_TRB_A,A_Last_10_Avg_AST_A,A_Last_10_Avg_STL_A
10292,2014-01-01,2014,TOR,95.0,IND,82.0,1532.7130556951035,1667.8773728055069,1549.0364835490689,1651.5539449515416,99.5,35.9,83.3,27.8,59.3,8.1,24.0,19.6,25.3,12.2,43.9,20.2,7.1,4.5,100.3,36.3,82.5,28.8,60.7,7.5,21.8,20.2,24.0,10.1,43.2,19.3,8.7
10294,2014-01-01,2014,MIN,124.0,NOP,112.0,1544.9871743625804,1489.2571609311385,1552.2910048921512,1481.9533304015677,107.5,38.4,88.6,31.5,66.4,6.9,22.2,23.8,28.5,13.8,47.0,22.9,8.7,2.9,104.7,40.9,91.6,33.5,71.9,7.4,19.7,15.5,20.7,14.0,44.0,24.7,9.0
10297,2014-01-01,2014,DEN,102.0,PHI,114.0,1522.4212444340346,1336.6270962082606,1500.2096319195196,1358.8387087227757,97.5,36.4,83.5,29.4,62.4,7.0,21.1,17.7,24.2,11.1,45.9,22.1,6.5,6.7,99.1,37.5,89.8,29.8,65.2,7.7,24.6,16.4,21.3,12.3,44.5,20.6,10.1
10298,2014-01-01,2014,WAS,78.0,DAL,87.0,1490.3904529519725,1551.486126069804,1480.8991160648502,1560.9774629569263,100.2,38.0,83.1,30.8,63.0,7.2,20.1,17.0,22.7,10.8,42.6,24.1,9.5,4.8,100.9,38.7,85.4,30.6,63.0,8.1,22.4,15.4,18.4,8.7,38.6,23.8,9.8
10299,2014-01-01,2014,LAC,112.0,CHO,85.0,1618.4368412565702,1403.7516034252724,1624.0878710430156,1398.100573638827,105.8,37.2,80.5,29.1,57.1,8.1,23.4,23.3,31.3,9.8,43.8,22.1,9.0,4.3,95.3,36.4,83.8,30.5,67.9,5.9,15.9,16.6,23.2,10.3,45.3,18.8,7.2
10317,2014-01-02,2014,MIA,114.0,GSW,123.0,1683.9402921265653,1602.2955672194669,1669.2740318809565,1616.9618274650757,107.9,41.0,78.7,33.1,56.4,7.9,22.3,18.0,23.8,7.8,37.7,22.8,10.2,4.9,102.1,38.1,85.1,29.4,60.8,8.7,24.3,17.2,23.5,11.3,47.8,20.1,5.8
10316,2014-01-02,2014,PHO,91.0,MEM,99.0,1540.4195416847836,1496.6390793626492,1528.0594388064121,1508.9991822410207,111.4,39.8,84.1,28.2,57.3,11.6,26.8,20.2,26.7,13.3,46.2,18.7,8.1,5.7,93.5,37.1,82.9,33.1,70.2,4.0,12.7,15.3,20.1,12.7,45.8,22.4,6.4
10315,2014-01-02,2014,CHI,94.0,BOS,82.0,1464.7396074614908,1464.9579183700646,1474.1034710038577,1455.5940548276976,89.1,33.1,81.5,27.5,65.1,5.6,16.4,17.3,22.8,10.4,45.8,21.7,5.2,5.8,94.1,36.0,83.2,28.6,64.2,7.4,19.0,14.7,19.0,10.5,42.5,18.1,6.5
10312,2014-01-02,2014,UTA,96.0,MIL,87.0,1428.8013830613738,1350.02727361941,1434.2825418467157,1344.546114834068,94.0,36.2,83.6,29.7,66.6,6.5,17.0,15.1,18.5,10.2,42.7,19.4,6.0,5.1,95.8,36.1,85.9,29.4,64.5,6.7,21.4,16.9,21.3,11.1,43.6,20.2,7.2
10314,2014-01-02,2014,POR,134.0,CHO,104.0,1597.2788457994764,1398.100573638827,1603.9171185783734,1391.4623008599299,109.7,40.1,87.6,30.1,61.8,10.0,25.8,19.5,22.6,13.0,47.0,23.3,5.2,4.5,95.2,36.1,83.4,30.4,67.4,5.7,16.0,17.3,23.4,9.8,44.4,18.4,7.1
10303,2014-01-02,2014,OKC,93.0,BRK,95.0,1723.6463627299995,1420.6366328197107,1712.2315645106012,1432.051431039109,107.7,41.1,85.0,34.5,66.7,6.6,18.3,18.9,22.1,10.6,48.8,23.6,7.9,7.1,95.8,35.8,78.3,28.0,58.4,7.8,19.9,16.4,22.0,8.9,38.2,21.1,7.1
10302,2014-01-02,2014,SAC,104.0,PHI,113.0,1424.2727908403922,1358.8387087227757,1410.214037931112,1372.8974616320559,104.0,37.7,82.2,30.6,61.9,7.1,20.3,21.5,27.1,12.6,45.1,20.7,7.6,4.2,100.7,38.3,88.8,30.1,64.4,8.2,24.4,15.9,20.9,11.4,44.4,21.8,9.6
10301,2014-01-02,2014,SAS,101.0,NYK,105.0,1648.9419766789717,1428.731893991137,1636.0314159887853,1441.6424546813234,107.2,41.6,86.4,32.8,64.1,8.8,22.3,15.2,19.1,9.8,42.6,26.6,7.3,6.2,95.8,37.2,84.4,28.1,59.6,9.1,24.8,12.3,16.2,9.6,40.4,22.3,7.1
10307,2014-01-02,2014,CLE,87.0,ORL,81.0,1362.1322033843178,1367.3350768733665,1368.487223317271,1360.9800569404133,102.7,38.4,88.5,30.3,68.5,8.1,20.0,17.8,23.3,12.9,47.2,20.9,6.2,5.8,94.2,35.3,82.0,28.3,60.3,7.0,21.7,16.6,21.9,8.7,41.8,19.3,8.0
10319,2014-01-03,2014,LAL,110.0,UTA,99.0,1430.2472402313833,1434.2825418467157,1439.2523979363982,1425.2773841417008,100.8,37.4,82.7,28.1,56.1,9.3,26.6,16.7,21.0,9.4,41.6,22.3,7.2,6.2,97.2,37.0,83.6,29.2,64.2,7.8,19.4,15.4,18.4,12.0,41.7,22.1,7.6
10320,2014-01-03,2014,ATL,100.0,GSW,101.0,1516.0675220598378,1616.9618274650757,1512.669860359175,1620.3594891657385,106.2,39.3,84.5,29.3,59.8,10.0,24.7,17.6,22.6,9.8,44.5,28.4,8.2,4.7,104.5,39.5,85.7,30.2,60.8,9.3,24.9,16.2,22.0,10.9,46.6,21.2,6.5
10321,2014-01-03,2014,DAL,112.0,LAC,119.0,1560.9774629569263,1624.0878710430156,1552.8332879021557,1632.2320460977862,104.6,40.7,83.9,33.2,64.1,7.5,19.8,15.7,19.9,10.5,41.1,23.4,9.0,4.5,99.5,36.5,82.1,29.9,60.0,6.6,22.1,19.9,28.2,8.9,41.6,21.6,7.4
10325,2014-01-03,2014,WAS,88.0,TOR,101.0,1480.8991160648502,1549.0364835490689,1469.2508571392382,1560.684742474681,98.4,37.6,82.6,30.5,62.6,7.1,20.0,16.1,21.5,11.0,42.5,23.6,9.3,5.1,100.5,36.6,82.0,29.0,60.7,7.6,21.3,19.7,25.0,10.1,41.8,19.8,6.7
10326,2014-01-03,2014,DEN,111.0,MEM,108.0,1500.2096319195196,1508.9991822410207,1504.8737777347367,1504.3350364258035,96.0,35.3,82.9,28.5,61.3,6.8,21.6,18.6,25.6,11.2,46.1,21.6,6.5,6.6,95.5,38.4,84.6,34.5,71.3,3.9,13.3,14.8,19.6,13.9,48.5,22.5,6.4
10329,2014-01-03,2014,BOS,92.0,NOP,95.0,1455.5940548276976,1481.9533304015677,1449.4502828560105,1488.0971023732548,99.5,37.8,80.5,30.6,59.6,7.2,20.9,16.7,22.0,9.7,42.7,22.4,5.7,4.5,106.6,41.7,90.6,33.9,70.4,7.8,20.2,15.4,20.9,13.6,42.9,24.6,8.9
10331,2014-01-03,2014,HOU,102.0,NYK,100.0,1575.9884977508405,1441.6424546813234,1578.054396421486,1439.576556010678,104.4,37.2,78.0,28.1,51.0,9.1,27.0,20.9,29.1,11.5,45.3,20.4,7.6,5.6,97.4,37.5,83.8,28.6,60.2,8.9,23.6,13.5,16.7,9.4,40.4,21.8,7.1
10345,2014-01-04,2014,IND,99.0,NOP,82.0,1651.5539449515416,1488.0971023732548,1656.9379209438002,1482.713126380996,99.8,37.4,77.7,29.9,58.0,7.5,19.7,17.5,23.3,8.4,45.6,23.2,8.2,5.6,104.0,40.4,89.0,33.2,70.2,7.2,18.8,16.0,21.7,13.8,43.4,23.9,7.9
10347,2014-01-04,2014,MIN,111.0,OKC,115.0,1552.2910048921512,1712.2315645106012,1548.1190430901256,1716.4035263126268,107.5,38.3,88.3,31.7,66.1,6.6,22.2,24.3,29.4,14.0,45.8,22.1,9.2,3.0,104.9,39.0,82.8,31.5,62.5,7.5,20.3,19.4,25.0,10.0,47.3,21.0,7.0
10346,2014-01-04,2014,SAS,116.0,LAC,92.0,1636.0314159887853,1632.2320460977862,1650.7629430662887,1617.5005190202828,106.1,40.9,86.0,31.7,63.0,9.2,23.0,15.1,19.1,10.0,41.5,26.5,6.6,5.9,101.0,36.8,82.0,29.9,59.6,6.9,22.4,20.5,28.3,8.9,41.6,21.7,7.5
10342,2014-01-04,2014,SAC,103.0,CHO,113.0,1410.214037931112,1391.4623008599299,1397.0726831614636,1404.6036556295783,103.7,37.3,82.2,30.3,61.8,7.0,20.4,22.1,28.0,12.7,45.4,20.0,7.2,4.6,97.5,36.2,82.2,30.5,66.2,5.7,16.0,19.4,25.4,9.2,43.0,17.4,7.5
10340,2014-01-04,2014,ORL,94.0,MIA,110.0,1360.9800569404133,1669.2740318809565,1356.4372992370597,1673.81678958431,97.1,37.7,83.4,30.7,63.1,7.0,20.3,14.7,19.1,8.7,41.9,21.6,7.5,4.5,97.8,37.7,77.3,30.0,54.7,7.7,22.6,14.7,19.9,5.2,36.0,23.1,10.0
10339,2014-01-04,2014,POR,99.0,PHI,101.0,1603.9171185783734,1372.8974616320559,1593.8521016645855,1382.9624785458439,113.3,41.9,88.1,31.0,61.6,10.9,26.5,18.6,21.8,13.2,48.3,24.6,4.9,4.4,102.6,38.7,89.3,30.7,65.2,8.0,24.1,17.2,22.3,11.8,45.1,21.9,10.0
10337,2014-01-04,2014,PHO,116.0,MIL,100.0,1528.0594388064121,1344.546114834068,1532.7043352304074,1339.9012184100727,109.9,39.7,84.6,28.8,58.1,10.9,26.5,19.6,26.1,13.3,46.5,19.3,8.6,5.6,95.1,36.4,86.2,29.9,64.5,6.5,21.7,15.8,20.1,10.7,43.1,20.0,7.5
10335,2014-01-04,2014,BRK,89.0,CLE,82.0,1432.051431039109,1368.487223317271,1437.142608459907,1363.396045896473,97.5,33.6,75.3,25.5,53.4,8.1,21.9,22.2,28.7,9.0,39.7,20.1,6.1,3.9,95.0,36.9,84.1,30.6,64.8,6.3,19.3,14.9,20.3,10.4,41.7,17.3,6.7
10341,2014-01-04,2014,CHI,91.0,ATL,84.0,1474.1034710038577,1512.669860359175,1482.0256216991224,1504.7477096639102,89.9,33.9,82.4,28.7,65.7,5.2,16.7,16.9,22.5,10.7,44.5,22.6,5.6,5.6,101.5,38.4,84.3,27.6,55.8,10.8,28.5,13.9,17.7,10.0,40.5,22.9,8.5
10359,2014-01-05,2014,WAS,96.0,GSW,112.0,1469.2508571392382,1620.3594891657385,1459.61861408598,1629.9917322189967,96.8,36.9,82.3,30.1,62.6,6.8,19.7,16.2,21.7,11.9,42.6,22.4,9.0,4.8,103.4,39.2,84.9,30.1,59.9,9.1,25.0,15.9,21.6,11.0,46.2,22.2,7.6
10350,2014-01-05,2014,LAL,115.0,DEN,137.0,1439.2523979363982,1504.8737777347367,1422.4538178127652,1521.6723578583697,100.4,36.9,81.8,27.6,55.3,9.3,26.5,17.3,22.1,9.6,42.4,22.3,6.5,6.3,98.3,36.4,82.5,29.1,61.0,7.3,21.5,18.2,24.3,13.4,44.1,20.4,8.3
10352,2014-01-05,2014,MIA,102.0,TOR,97.0,1673.81678958431,1560.684742474681,1677.166388507899,1557.335143551092,108.9,40.9,78.4,33.2,56.4,7.7,22.0,19.4,25.0,7.3,37.1,22.2,9.9,4.7,99.8,37.0,81.3,29.7,60.7,7.3,20.6,18.5,23.5,10.2,41.0,20.3,6.8
10353,2014-01-05,2014,DET,84.0,MEM,112.0,1417.4912282945204,1504.3350364258035,1399.0419170936395,1522.7843476266844,99.9,39.5,87.2,34.2,69.6,5.3,17.6,15.6,25.7,15.1,45.2,21.0,7.8,5.0,97.4,38.4,83.7,34.1,70.5,4.3,13.2,16.3,22.0,13.9,46.9,22.1,6.8
10355,2014-01-05,2014,OKC,119.0,BOS,96.0,1716.4035263126268,1449.4502828560105,1720.1649726635985,1445.6888365050388,107.6,40.6,83.4,33.5,64.4,7.1,19.0,19.3,22.5,10.1,47.0,23.2,8.3,7.1,91.2,34.6,82.4,28.0,64.3,6.6,18.1,15.4,20.1,10.7,43.4,17.2,6.8
10358,2014-01-05,2014,DAL,80.0,NYK,92.0,1552.8332879021557,1439.576556010678,1533.8801834245066,1458.529660488327,103.5,41.0,85.5,33.4,65.1,7.6,20.4,13.9,18.0,10.9,41.4,23.7,8.9,4.1,98.3,37.4,84.2,28.2,59.7,9.2,24.5,14.3,17.7,10.1,40.4,21.4,7.5
10361,2014-01-05,2014,CLE,78.0,IND,82.0,1363.396045896473,1656.9379209438002,1361.189453813632,1659.144513026641,103.0,38.8,89.8,31.3,70.7,7.5,19.1,17.9,23.3,13.4,48.4,21.2,6.1,6.1,98.2,36.2,81.2,29.1,61.0,7.1,20.2,18.7,22.4,9.8,41.9,19.3,8.8
10365,2014-01-06,2014,PHI,95.0,MIN,126.0,1382.9624785458439,1548.1190430901256,1368.5211532289716,1562.560368406998,105.3,40.7,89.5,33.0,67.0,7.7,22.5,16.2,23.8,12.9,46.5,25.7,7.3,4.4,105.2,37.8,88.7,29.1,64.3,8.7,24.4,20.9,27.5,15.6,47.3,23.9,8.8
10367,2014-01-06,2014,LAC,101.0,ORL,81.0,1617.5005190202828,1356.4372992370597,1621.0265428187847,1352.9112754385578,106.7,38.6,82.2,30.5,57.9,8.1,24.3,21.4,27.8,10.1,44.3,23.5,9.4,4.1,92.4,35.1,83.1,28.4,61.2,6.7,21.9,15.5,20.8,8.5,42.6,19.5,7.7
10369,2014-01-06,2014,BRK,91.0,ATL,86.0,1437.142608459907,1504.7477096639102,1444.5524866401904,1497.3378314836268,97.0,33.6,74.1,25.8,52.8,7.8,21.3,22.0,28.3,8.5,38.6,20.4,5.9,3.3,101.1,38.3,85.5,27.8,56.6,10.5,28.9,14.0,17.6,10.4,40.9,22.8,8.6
10387,2014-01-07,2014,MIL,80.0,GSW,101.0,1339.9012184100727,1629.9917322189967,1333.8820023848937,1636.0109482441758,91.5,34.8,82.3,28.3,62.2,6.5,20.1,15.4,20.8,12.3,42.3,21.5,6.9,5.9,103.1,39.3,85.2,30.8,60.5,8.5,24.7,16.0,21.4,10.8,47.5,22.4,7.1
10389,2014-01-07,2014,NYK,89.0,DET,85.0,1458.529660488327,1399.0419170936395,1462.4306175513582,1395.1409600306083,94.8,34.9,82.2,25.9,57.5,9.0,24.7,16.0,21.1,10.8,38.4,19.6,10.3,4.9,101.6,38.3,86.6,30.8,66.2,7.5,20.4,17.5,25.1,15.6,46.6,19.3,8.8
10385,2014-01-07,2014,CHO,83.0,WAS,97.0,1404.6036556295783,1459.61861408598,1391.7885566876787,1472.4337130278795,93.0,36.0,86.0,30.9,70.4,5.1,15.6,15.9,21.9,10.4,45.6,22.1,5.6,6.4,98.3,37.7,82.5,29.7,63.2,8.0,19.3,14.9,19.3,10.8,43.0,22.4,7.2
10391,2014-01-07,2014,IND,86.0,TOR,79.0,1659.144513026641,1557.335143551092,1663.3802068571392,1553.0994497205938,99.1,37.8,78.4,30.1,58.3,7.7,20.1,15.8,21.4,9.0,45.1,23.2,8.2,5.4,99.2,36.9,81.3,29.7,60.5,7.2,20.8,18.2,23.8,10.0,40.6,21.0,6.7
10384,2014-01-07,2014,CHI,92.0,PHO,87.0,1482.0256216991224,1532.7043352304074,1488.973945272478,1525.7560116570519,86.2,32.4,80.4,27.4,64.3,5.0,16.1,16.4,21.5,11.1,44.2,21.1,6.4,6.1,100.4,37.8,83.6,28.8,56.3,9.0,27.3,15.8,22.1,10.6,41.6,20.1,8.5
10382,2014-01-07,2014,MIA,107.0,NOP,88.0,1677.166388507899,1482.713126380996,1682.0903042987381,1477.789210590157,109.0,41.0,78.7,33.6,58.1,7.4,20.6,19.6,25.1,8.3,38.0,22.0,10.1,4.6,101.9,39.7,88.1,33.2,70.5,6.5,17.6,16.0,22.0,13.4,43.5,23.2,7.8
10380,2014-01-07,2014,UTA,112.0,OKC,101.0,1425.2773841417008,1720.1649726635985,1447.9283746160124,1697.513982189287,94.9,36.6,83.6,30.1,66.5,6.5,17.1,15.2,18.3,10.5,43.0,19.1,6.2,5.2,107.2,39.6,82.9,31.8,61.9,7.8,21.0,20.2,25.1,9.8,46.7,21.5,7.0
10379,2014-01-07,2014,SAC,123.0,POR,119.0,1397.0726831614636,1593.8521016645855,1407.2211332049108,1583.7036516211383,104.2,37.3,82.3,30.3,62.5,7.0,19.8,22.6,28.9,13.2,46.2,19.3,7.6,4.6,112.2,40.3,90.1,29.4,61.8,10.9,28.3,20.7,24.8,13.2,45.7,26.0,5.9
10378,2014-01-07,2014,DAL,110.0,LAL,97.0,1533.8801834245066,1422.4538178127652,1539.762035267066,1416.5719659702058,101.2,40.4,85.8,32.9,64.5,7.5,21.3,12.9,17.1,10.3,40.7,23.1,8.5,3.8,96.8,34.9,81.3,26.7,56.9,8.2,24.4,18.8,25.7,9.9,41.5,18.7,7.2
10376,2014-01-07,2014,MEM,108.0,SAS,110.0,1522.7843476266844,1650.7629430662887,1519.1382234823795,1654.4090672105935,96.7,37.1,83.9,31.6,69.5,5.5,14.4,17.0,23.0,13.3,42.5,20.1,8.7,4.1,104.4,40.7,83.2,32.9,63.2,7.8,20.0,15.2,19.8,10.6,43.9,23.3,8.8
10372,2014-01-07,2014,CLE,111.0,PHI,93.0,1361.189453813632,1368.5211532289716,1373.8187181479736,1355.89188889463,101.1,37.8,89.9,30.4,70.3,7.4,19.6,18.1,23.4,14.0,49.2,20.6,6.3,5.6,102.7,38.9,89.3,31.2,66.1,7.7,23.2,17.2,22.8,11.8,45.3,21.5,9.7
10381,2014-01-07,2014,DEN,129.0,BOS,98.0,1521.6723578583697,1445.6888365050388,1534.4514564312847,1432.9097379321238,97.4,35.8,82.5,29.0,60.8,6.8,21.7,19.0,25.5,11.0,45.4,22.0,6.6,6.1,92.0,34.7,81.8,27.5,63.2,7.2,18.6,15.4,20.7,10.4,42.1,18.1,6.7
10399,2014-01-08,2014,MIN,103.0,PHO,104.0,1562.560368406998,1525.7560116570519,1557.1654201938486,1531.1509598702012,108.0,38.6,88.3,32.0,66.4,6.6,21.9,24.2,30.1,13.3,44.8,22.7,9.1,2.8,99.3,37.8,84.8,29.2,57.5,8.6,27.3,15.1,20.2,10.6,41.4,19.2,8.4
10409,2014-01-08,2014,BRK,102.0,GSW,98.0,1444.5524866401904,1636.0109482441758,1454.5491878454588,1626.0142470389073,97.4,33.9,74.6,25.5,52.2,8.4,22.4,21.2,27.5,8.9,39.2,20.6,6.2,3.4,104.9,40.5,86.1,31.2,59.8,9.3,26.3,14.6,20.0,11.4,48.8,23.5,6.7
10407,2014-01-08,2014,TOR,112.0,DET,91.0,1553.0994497205938,1395.1409600306083,1559.51145721949,1388.7289525317121,101.0,36.4,82.9,28.1,59.1,8.3,23.8,19.9,25.4,12.0,43.5,21.0,7.5,4.3,99.2,37.7,87.2,30.4,66.6,7.3,20.6,16.5,23.4,15.9,47.6,19.2,8.7
10405,2014-01-08,2014,HOU,113.0,LAL,99.0,1578.054396421486,1416.5719659702058,1582.8313490878134,1411.7950133038785,103.3,36.3,77.6,27.6,50.7,8.7,26.9,22.0,29.8,11.7,45.5,19.5,7.2,5.7,96.6,34.9,80.9,26.9,56.4,8.0,24.5,18.8,26.1,9.9,41.3,18.7,7.3
10400,2014-01-08,2014,SAS,112.0,DAL,90.0,1654.4090672105935,1539.762035267066,1662.6805378092042,1531.4905646684554,107.1,41.5,85.9,32.8,63.7,8.7,22.2,15.4,19.4,10.7,42.4,27.2,6.3,5.4,99.6,38.2,84.5,30.2,61.8,8.0,22.7,15.2,18.2,9.2,39.1,23.9,10.2
10397,2014-01-08,2014,NOP,96.0,WAS,102.0,1477.789210590157,1472.4337130278795,1468.3861076807318,1481.8368159373047,106.7,40.7,86.0,33.3,66.3,7.4,19.7,17.9,23.7,14.2,47.1,22.8,7.8,7.9,98.2,37.9,82.6,30.2,63.5,7.7,19.1,14.7,19.4,10.1,43.2,21.3,7.3
10396,2014-01-08,2014,ATL,97.0,IND,87.0,1497.3378314836268,1663.3802068571392,1512.5632520088593,1648.1547863319067,107.0,40.0,85.2,29.9,59.6,10.1,25.6,16.9,21.8,10.1,45.1,28.5,9.0,4.6,96.7,35.2,80.8,27.9,59.9,7.3,20.9,19.0,22.8,9.3,42.0,19.1,8.3
10394,2014-01-08,2014,POR,110.0,ORL,94.0,1583.7036516211383,1352.9112754385578,1587.2907745170176,1349.3241525426786,113.0,41.8,89.6,31.5,63.4,10.3,26.2,19.1,22.6,14.1,49.6,25.3,5.3,4.8,89.6,33.9,83.2,27.3,61.6,6.6,21.6,15.2,20.9,9.4,43.3,18.1,7.7
10398,2014-01-08,2014,LAC,111.0,BOS,105.0,1621.0265428187847,1432.9097379321238,1623.5189734215346,1430.417307329374,104.7,37.3,82.3,28.9,57.0,8.4,25.3,21.7,28.3,10.8,45.0,23.3,9.5,4.6,93.3,35.0,81.0,28.1,62.6,6.9,18.4,16.4,21.9,9.6,41.3,18.7,6.5
10414,2014-01-09,2014,NYK,102.0,MIA,92.0,1462.4306175513582,1682.0903042987381,1480.1616640559619,1664.3592577941345,94.1,34.5,80.3,25.4,56.0,9.1,24.3,16.0,21.4,10.1,37.0,20.5,10.4,4.8,99.3,38.2,77.5,30.3,55.2,7.9,22.3,15.0,20.5,5.7,35.9,23.1,9.8
10413,2014-01-09,2014,DEN,101.0,OKC,88.0,1534.4514564312847,1697.513982189287,1552.2667450114318,1679.6986936091398,100.1,36.6,82.9,29.5,61.3,7.1,21.6,19.8,26.3,11.6,46.6,22.6,6.4,6.8,107.6,39.5,83.5,31.8,61.1,7.7,22.4,20.9,26.2,10.3,46.0,21.2,7.8
10432,2014-01-10,2014,PHI,104.0,DET,114.0,1355.89188889463,1388.7289525317121,1344.7312946377006,1399.8895467886416,106.3,41.1,89.3,33.1,66.9,8.0,22.4,16.1,23.8,12.2,46.5,26.4,7.8,4.1,97.6,37.0,87.8,30.0,67.2,7.0,20.6,16.6,24.3,15.7,47.7,19.1,8.3
10431,2014-01-10,2014,UTA,102.0,CLE,113.0,1447.9283746160124,1373.8187181479736,1431.656921049613,1390.0901717143731,97.2,37.3,81.9,30.7,64.7,6.6,17.2,16.0,19.5,9.6,42.5,19.1,6.0,5.4,92.9,36.2,83.9,29.9,64.5,6.3,19.4,14.2,20.1,11.1,41.6,16.9,5.9
10436,2014-01-10,2014,MEM,104.0,PHO,99.0,1519.1382234823795,1531.1509598702012,1525.0887376638407,1525.20044568874,96.5,37.1,85.4,31.5,70.7,5.6,14.7,16.7,22.4,13.3,42.2,19.7,8.7,3.9,99.3,37.0,84.5,28.4,57.2,8.6,27.3,16.7,22.2,11.1,42.0,18.6,8.5
10434,2014-01-10,2014,BRK,104.0,MIA,95.0,1454.5491878454588,1664.3592577941345,1470.7434749595961,1648.1649706799972,99.3,34.4,75.0,25.9,52.3,8.5,22.7,22.0,27.9,8.4,39.8,20.8,7.1,3.3,99.5,38.3,76.7,30.6,54.5,7.7,22.2,15.2,21.3,5.8,35.5,22.7,9.5
10429,2014-01-10,2014,IND,93.0,WAS,66.0,1648.1547863319067,1481.8368159373047,1655.490154344559,1474.5014479246524,97.9,37.0,77.9,30.0,58.2,7.0,19.7,16.9,22.3,9.4,45.9,23.0,7.4,5.7,99.6,38.1,82.0,30.0,62.5,8.1,19.5,15.3,20.7,10.5,43.9,22.0,7.3
10438,2014-01-10,2014,SAC,103.0,ORL,83.0,1407.2211332049108,1349.3241525426786,1417.399801296454,1339.1454844511354,105.2,37.3,83.2,30.5,63.8,6.8,19.4,23.8,31.1,13.3,47.1,19.1,7.4,4.8,91.0,34.2,83.8,27.2,61.7,7.0,22.1,15.6,21.7,9.5,43.5,18.8,7.3
10425,2014-01-10,2014,ATL,83.0,HOU,80.0,1512.5632520088593,1582.8313490878134,1518.5084819258304,1576.8861191708422,107.9,40.3,85.4,29.5,59.0,10.8,26.4,16.5,21.0,9.8,44.2,29.3,8.8,4.5,101.1,37.6,82.4,29.2,56.9,8.4,25.5,17.5,27.0,10.6,42.8,18.4,7.4
10423,2014-01-10,2014,MIN,119.0,CHO,92.0,1557.1654201938486,1391.7885566876787,1564.5373248414949,1384.4166520400324,108.5,38.6,87.9,31.9,66.6,6.7,21.3,24.6,30.5,13.5,45.4,22.2,8.4,3.1,99.2,36.9,82.8,30.8,66.7,6.1,16.1,19.3,25.0,8.4,41.6,17.8,7.1
10421,2014-01-10,2014,LAC,123.0,LAL,87.0,1623.5189734215346,1411.7950133038785,1630.6040728124324,1404.7099139129807,106.5,37.7,82.8,28.8,57.0,8.9,25.8,22.2,29.1,10.8,44.5,24.2,9.8,4.8,95.9,34.9,81.7,27.6,57.9,7.3,23.8,18.8,25.6,10.2,41.6,18.3,6.9
10420,2014-01-10,2014,MIL,72.0,CHI,81.0,1333.8820023848937,1488.973945272478,1327.3254544925476,1495.530493164824,92.3,34.9,81.8,28.4,62.0,6.5,19.8,16.0,21.7,12.2,42.3,21.4,7.0,6.0,90.5,33.3,76.9,27.9,59.4,5.4,17.5,18.5,25.0,11.5,41.1,21.0,7.6
10419,2014-01-10,2014,GSW,99.0,BOS,97.0,1626.0142470389073,1430.417307329374,1627.5099960844016,1428.9215582838797,102.9,39.8,87.3,31.3,63.3,8.5,24.0,14.8,20.2,13.1,49.1,24.2,8.1,4.0,94.5,35.0,80.7,28.0,62.1,7.0,18.6,17.5,23.7,9.6,41.4,19.4,6.8
10426,2014-01-10,2014,NOP,90.0,DAL,107.0,1468.3861076807318,1531.4905646684554,1454.2059722881343,1545.670700061053,102.8,39.0,85.2,32.5,67.0,6.5,18.2,18.3,23.7,14.0,46.5,22.1,7.5,7.1,99.9,39.2,86.1,31.4,63.9,7.8,22.2,13.7,16.9,9.1,37.9,24.2,10.3
10456,2014-01-11,2014,DAL,110.0,NOP,107.0,1545.670700061053,1454.2059722881343,1548.6317703294994,1451.2449020196877,102.6,41.4,86.6,33.9,65.5,7.5,21.1,12.3,16.7,9.9,41.1,24.5,9.7,3.8,97.6,38.3,84.5,32.6,68.3,5.7,16.2,15.3,21.0,12.4,42.2,22.5,7.8
10448,2014-01-11,2014,PHI,92.0,NYK,102.0,1344.7312946377006,1480.1616640559619,1337.1369525080163,1487.7560061856461,104.4,40.9,88.5,33.2,66.2,7.7,22.3,14.9,22.4,12.0,45.7,25.8,7.8,3.6,99.5,37.9,83.5,28.5,59.7,9.4,23.8,14.3,17.8,9.8,40.7,21.4,7.7
10455,2014-01-11,2014,TOR,96.0,BRK,80.0,1559.51145721949,1470.7434749595961,1567.0557697870206,1463.1991623920655,101.2,35.7,82.1,26.6,56.9,9.1,25.2,20.7,25.7,11.7,43.9,21.8,7.4,5.0,96.2,35.7,78.6,27.9,58.2,7.8,20.4,17.0,22.6,9.2,38.0,20.6,7.8
